Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
735,20,RL,70.04995836802665,8978,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,TA,TA,PConc,0,0,948,948,GasA,TA,Y,948,0,0,948,0,0,1,0,3,1,TA,6,Typ,0,1,300,Y,147,0,0,0,0,0,0,5,2007,WD,Family,108000
736,75,RM,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,390,0,490,880,GasW,Fa,N,880,888,0,1768,0,0,1,1,2,1,TA,6,Typ,2,2,320,N,0,341,0,0,0,0,0,10,2006,WD,Normal,163000
737,90,RL,60.0,8544,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,TA,TA,CBlock,0,0,0,0,GasA,Gd,N,1040,0,0,1040,0,0,2,0,2,2,TA,6,Typ,0,2,400,Y,0,0,0,0,0,0,0,7,2006,WD,Normal,93500
738,60,RL,72.0,10463,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,893,893,GasA,Ex,Y,901,900,0,1801,0,0,2,1,3,1,Gd,8,Typ,1,3,800,Y,0,116,0,0,0,0,0,6,2006,WD,Normal,239900
739,90,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,1200,0,0,1200,GasA,TA,Y,1200,0,0,1200,3,0,3,0,3,1,TA,5,Typ,0,0,0,Y,120,0,0,0,0,0,0,3,2009,WD,Alloca,179000
740,60,RL,65.0,9313,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,864,864,GasA,Ex,Y,864,864,0,1728,0,0,2,1,3,1,Gd,7,Typ,0,2,572,Y,187,56,0,0,0,0,0,4,2009,WD,Normal,190000
741,70,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,TA,Gd,BrkTil,0,0,264,264,GasA,Ex,Y,768,664,0,1432,0,0,2,0,2,1,TA,7,Typ,0,2,360,Y,270,0,112,0,0,0,0,5,2007,WD,Abnorml,132000
742,20,RL,65.0,6768,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,832,0,80,912,GasA,Gd,Y,912,0,0,912,1,1,1,0,3,1,Gd,5,Typ,0,1,288,Y,168,0,0,0,0,0,0,5,2008,WD,Normal,142000
743,20,RL,65.0,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0,0,1349,1349,GasA,Ex,Y,1349,0,0,1349,0,0,2,0,3,1,TA,6,Typ,0,2,539,Y,120,55,0,0,0,0,0,12,2007,WD,Normal,179000
744,80,RL,70.0,12886,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,444,0,76,520,GasA,Ex,Y,1464,0,0,1464,0,1,2,0,3,1,TA,6,Min2,1,2,480,Y,302,0,0,0,100,0,0,10,2009,WD,Normal,175000
745,120,RL,41.0,5395,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,733,0,604,1337,GasA,Gd,Y,1337,0,0,1337,1,0,2,0,2,1,Gd,5,Typ,1,2,462,Y,96,0,70,168,0,0,0,10,2008,WD,Normal,180000
746,60,RL,70.04995836802665,8963,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,Ex,Gd,CBlock,575,80,487,1142,GasA,Ex,Y,1175,1540,0,2715,0,1,3,1,4,1,Gd,11,Typ,2,2,831,Y,0,204,0,0,0,0,0,7,2008,WD,Normal,299800
747,60,RL,70.04995836802665,8795,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,300,0,652,952,GasA,Ex,Y,980,1276,0,2256,0,0,2,1,4,1,Gd,8,Typ,1,2,554,Y,224,54,0,0,0,0,0,4,2009,WD,Normal,236000
748,70,RM,65.0,11700,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,Gd,TA,Stone,0,0,1240,1240,GasW,TA,N,1320,1320,0,2640,0,0,1,1,4,1,Gd,8,Typ,1,4,864,N,181,0,386,0,0,0,0,5,2009,WD,Normal,265979
749,20,RL,59.0,10593,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,919,0,801,1720,GasA,Ex,Y,1720,0,0,1720,1,0,2,0,3,1,Gd,7,Typ,1,2,527,Y,240,56,154,0,0,0,0,3,2010,WD,Normal,260400
750,50,RL,50.0,8405,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,TA,TA,Slab,0,0,0,0,Wall,TA,N,1088,441,0,1529,0,0,2,0,4,1,TA,9,Mod,0,1,240,N,92,0,185,0,0,0,0,4,2009,WD,Normal,98000
751,50,RM,55.0,8800,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,0,0,576,576,GasA,Gd,Y,792,348,0,1140,0,0,1,0,3,1,TA,7,Min2,0,0,0,N,0,160,0,0,0,0,0,6,2010,WD,Normal,96500
752,60,RL,70.04995836802665,7750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,660,660,GasA,Ex,Y,660,660,0,1320,0,0,2,1,3,1,Gd,6,Typ,0,2,400,Y,0,48,0,0,0,0,0,8,2007,WD,Normal,162000
753,20,RL,79.0,9236,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,TA,Gd,PConc,1200,0,279,1479,GasA,Ex,Y,1494,0,0,1494,1,0,2,0,3,1,Gd,6,Typ,0,2,576,Y,168,27,0,0,0,0,0,7,2006,WD,Normal,217000
754,60,RL,80.0,10240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1030,1030,GasA,Gd,Y,1038,1060,0,2098,0,0,2,1,3,1,Ex,8,Typ,1,3,878,Y,192,52,0,0,0,0,0,3,2006,WD,Normal,275500
755,20,RL,61.0,7930,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,439,472,115,1026,GasA,Gd,Y,1026,0,0,1026,1,0,1,0,3,1,Gd,5,Typ,0,2,440,Y,171,48,0,0,0,0,0,7,2009,WD,Normal,156000
756,160,FV,34.0,3230,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,381,0,348,729,GasA,Gd,Y,742,729,0,1471,0,0,2,1,3,1,TA,6,Typ,0,2,440,Y,0,24,0,0,0,0,0,3,2009,WD,Normal,172500
757,60,RL,68.0,10769,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,20,0,846,866,GasA,Ex,Y,866,902,0,1768,0,0,2,1,3,1,Gd,7,Typ,0,2,578,Y,144,105,0,0,0,0,0,4,2009,WD,Normal,212000
758,60,RL,70.04995836802665,11616,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,438,0,234,672,GasA,TA,Y,672,714,0,1386,0,0,2,1,3,1,TA,6,Typ,1,2,440,Y,335,0,0,0,0,0,0,4,2010,WD,Abnorml,158900
759,160,FV,24.0,2280,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,549,0,195,744,GasA,Gd,Y,757,744,0,1501,0,0,2,1,3,1,TA,6,Typ,0,2,440,Y,0,0,0,0,0,0,0,8,2008,WD,Normal,179400
760,60,RL,65.0,12257,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,56,64,1198,1318,GasA,Ex,Y,1328,1203,0,2531,0,0,2,1,4,1,Gd,9,Typ,1,3,752,Y,222,98,0,0,0,0,0,11,2007,WD,Normal,290000
761,20,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,612,0,252,864,GasA,Ex,Y,864,0,0,864,0,0,1,0,2,1,TA,5,Typ,0,1,300,Y,0,0,0,0,0,0,450,10,2009,WD,Normal,127500
762,30,RM,60.0,6911,Pave,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,405,0,740,1145,GasA,TA,Y,1301,0,0,1301,0,0,1,0,2,1,Fa,5,Min1,0,2,440,Y,0,0,0,0,0,0,0,10,2009,WD,Normal,100000
763,60,FV,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,24,0,732,756,GasA,Ex,Y,764,783,0,1547,0,0,2,1,3,1,Gd,7,Typ,0,2,614,Y,169,45,0,0,0,0,0,6,2010,Con,Normal,215200
764,60,RL,82.0,9430,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1163,0,89,1252,GasA,Ex,Y,1268,1097,0,2365,1,0,2,1,3,1,Gd,8,Typ,1,3,856,Y,0,128,0,0,180,0,0,7,2009,WD,Normal,337000
765,120,RL,30.0,9549,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,Gd,Gd,PConc,437,1057,0,1494,GasA,Ex,Y,1494,0,0,1494,1,0,1,1,2,1,Ex,6,Typ,1,2,481,Y,0,30,0,0,216,0,0,4,2006,WD,Normal,270000
766,20,RL,75.0,14587,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1498,1498,GasA,Ex,Y,1506,0,0,1506,0,0,2,0,2,1,Ex,6,Typ,1,2,592,Y,0,174,0,0,0,0,0,8,2008,New,Partial,264132
767,60,RL,80.0,10421,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,394,0,586,980,GasA,TA,Y,980,734,0,1714,0,0,2,1,3,1,TA,7,Typ,1,2,496,Y,228,66,156,0,0,0,500,3,2010,WD,Normal,196500
768,50,RL,75.0,12508,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,660,0,323,983,GasA,Ex,Y,983,767,0,1750,1,0,2,0,4,1,TA,7,Mod,0,1,423,Y,245,0,156,0,0,0,1300,7,2008,WD,Normal,160000
769,20,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,24,0,1836,1860,GasA,Ex,Y,1836,0,0,1836,0,0,2,0,3,1,Gd,8,Typ,1,2,484,Y,120,33,0,0,0,0,0,10,2006,WD,Normal,216837
770,60,RL,47.0,53504,Pave,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,Ex,TA,PConc,1416,0,234,1650,GasA,Ex,Y,1690,1589,0,3279,1,0,3,1,4,1,Ex,12,Mod,1,3,841,Y,503,36,0,0,210,0,0,6,2010,WD,Normal,538000
771,85,RL,70.04995836802665,7252,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,685,0,173,858,GasA,TA,Y,858,0,0,858,1,0,1,0,2,1,TA,5,Typ,0,2,576,Y,120,0,0,0,0,0,0,4,2009,WD,Normal,134900
772,20,RL,67.0,8877,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,836,0,0,836,GasA,TA,Y,1220,0,0,1220,0,0,1,0,2,1,TA,6,Typ,0,2,396,Y,0,0,0,0,0,0,0,4,2006,COD,Normal,102000
773,80,RL,94.0,7819,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,422,127,480,1029,GasA,TA,Y,1117,0,0,1117,1,0,1,0,3,1,TA,6,Typ,1,2,672,Y,144,0,0,0,0,0,0,3,2010,WD,Abnorml,107000
774,20,RL,70.0,10150,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,456,0,456,912,GasA,Ex,Y,912,0,0,912,0,0,1,0,2,1,TA,5,Typ,0,1,275,Y,0,0,0,0,0,0,0,7,2007,COD,Normal,114500
775,20,RL,110.0,14226,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1935,1935,GasA,Gd,Y,1973,0,0,1973,0,0,2,0,3,1,Gd,9,Typ,1,3,895,Y,315,45,0,0,0,0,0,7,2007,New,Partial,395000
776,120,RM,32.0,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,TA,TA,PConc,866,0,338,1204,GasA,Ex,Y,1204,0,0,1204,1,0,2,0,2,1,TA,5,Typ,0,2,412,Y,0,247,0,0,0,0,0,6,2009,WD,Normal,162000
777,20,RL,86.0,11210,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,20,0,1594,1614,GasA,Ex,Y,1614,0,0,1614,0,0,2,0,3,1,Gd,7,Typ,0,3,865,Y,144,59,0,0,0,0,0,7,2006,New,Partial,221500
778,20,RL,100.0,13350,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,TA,TA,CBlock,762,0,102,864,GasA,TA,Y,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,1,2,440,Y,241,0,0,0,0,0,0,6,2006,WD,Normal,142500
779,90,RH,60.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,TA,TA,Slab,0,0,0,0,GasA,TA,Y,2020,0,0,2020,0,0,2,0,4,2,TA,10,Typ,2,2,630,Y,0,0,0,0,0,0,0,10,2007,WD,Normal,144000
780,90,RL,78.0,10530,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,TA,TA,CBlock,975,0,0,975,GasA,TA,Y,1004,0,0,1004,1,0,1,0,2,1,TA,4,Typ,0,2,504,Y,0,0,0,0,0,0,0,5,2006,WD,Normal,135000
781,20,RL,63.0,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,0,0,1237,1237,GasA,Gd,Y,1253,0,0,1253,0,0,2,0,3,1,TA,6,Typ,1,2,402,Y,220,21,0,0,0,0,0,6,2007,WD,Normal,176000
782,60,RL,65.0,7153,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,PConc,387,0,374,761,GasA,Ex,Y,810,793,0,1603,0,0,2,1,3,1,Gd,7,Typ,0,2,484,Y,0,124,0,0,0,0,0,7,2006,WD,Normal,175900
783,20,RL,67.0,16285,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1413,1413,GasA,Ex,Y,1430,0,0,1430,0,0,2,0,3,1,Gd,6,Typ,0,2,605,Y,0,33,0,0,0,0,0,6,2009,WD,Normal,187100
784,85,RL,70.04995836802665,9101,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,TA,Gd,PConc,1097,0,0,1097,GasA,Ex,Y,1110,0,0,1110,1,0,1,0,1,1,Gd,4,Typ,1,2,602,Y,303,30,0,0,0,0,0,7,2009,WD,Normal,165500
785,75,RM,35.0,6300,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,TA,TA,CBlock,0,0,742,742,GasA,Ex,Y,742,742,0,1484,0,0,2,0,3,1,TA,9,Typ,1,0,0,Y,0,291,134,0,0,0,0,6,2008,WD,Normal,128000
786,20,RL,70.04995836802665,9790,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,CBlock,251,630,491,1372,GasA,TA,Y,1342,0,0,1342,0,0,2,0,3,1,TA,7,Typ,1,2,457,Y,0,0,0,0,197,0,0,9,2009,WD,Normal,161500
787,50,RM,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,TA,Gd,PConc,686,0,0,686,GasA,TA,Y,966,686,0,1652,1,0,2,0,4,1,TA,7,Typ,0,1,416,Y,0,0,196,0,0,0,1200,6,2010,WD,Normal,139000
788,60,RL,76.0,10142,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,656,0,300,956,GasA,Ex,Y,956,1128,0,2084,1,0,2,1,4,1,Gd,8,Typ,0,2,618,Y,0,45,0,0,0,0,0,1,2010,WD,Normal,233000
789,20,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,0,0,901,901,GasA,Ex,Y,901,0,0,901,0,0,1,0,2,1,TA,4,Typ,0,1,281,Y,0,0,0,0,0,0,0,8,2008,WD,Normal,107900
790,60,RL,70.04995836802665,12205,Pave,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,568,0,264,832,GasA,Gd,Y,976,1111,0,2087,0,0,2,1,5,1,Gd,9,Typ,0,2,444,Y,133,168,0,0,0,0,0,7,2007,WD,Normal,187500
791,120,RL,43.0,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,16,0,1129,1145,GasA,Ex,Y,1145,0,0,1145,0,0,2,0,2,1,Gd,5,Typ,1,2,397,Y,100,16,0,0,0,0,0,9,2009,WD,Normal,160200
792,80,RL,70.04995836802665,11333,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,539,0,490,1029,GasA,TA,Y,1062,0,0,1062,1,0,1,0,3,1,TA,5,Typ,2,2,539,Y,120,0,0,0,0,0,0,5,2007,WD,Normal,146800
793,60,RL,92.0,9920,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,862,0,255,1117,GasA,Ex,Y,1127,886,0,2013,1,0,2,1,3,1,TA,8,Typ,1,2,455,Y,180,130,0,0,0,0,0,6,2007,WD,Normal,269790
794,20,RL,76.0,9158,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,0,0,1496,1496,GasA,Ex,Y,1496,0,0,1496,0,0,2,0,3,1,Gd,7,Typ,0,2,474,Y,168,130,0,0,0,0,0,6,2007,New,Partial,225000
795,60,RL,70.04995836802665,10832,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,0,0,712,712,GasA,Ex,Y,1086,809,0,1895,0,0,2,1,3,1,Gd,7,Typ,1,2,409,Y,143,46,0,0,0,0,500,10,2008,WD,Normal,194500
796,60,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,0,0,650,650,GasA,TA,Y,888,676,0,1564,0,0,2,1,3,1,TA,7,Typ,1,2,476,Y,0,50,0,0,204,0,0,4,2010,WD,Normal,171000
797,20,RL,71.0,8197,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,0,0,660,660,GasA,Ex,Y,1285,0,0,1285,0,0,1,1,3,1,TA,7,Typ,1,2,528,Y,138,0,0,0,0,0,0,4,2007,WD,Normal,143500
798,20,RL,57.0,7677,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,570,0,203,773,GasA,Gd,Y,773,0,0,773,0,0,1,0,2,1,TA,4,Typ,0,1,240,Y,0,0,0,0,0,0,0,4,2008,WD,Abnorml,110000
799,60,RL,104.0,13518,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,0,0,1926,1926,GasA,Ex,Y,1966,1174,0,3140,0,0,3,1,4,1,Ex,11,Typ,2,3,820,Y,144,78,0,0,0,0,0,7,2009,New,Partial,485000
800,50,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,569,0,162,731,GasA,Ex,Y,981,787,0,1768,1,0,1,1,3,1,Gd,7,Typ,2,1,240,Y,0,0,264,0,0,0,0,6,2007,WD,Normal,175000
801,60,RL,79.0,12798,Pave,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,462,0,154,616,GasA,Gd,Y,616,1072,0,1688,1,0,2,1,4,1,Gd,8,Typ,0,2,603,Y,403,114,185,0,0,0,400,5,2008,WD,Normal,200000
802,30,RM,40.0,4800,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,197,0,999,1196,GasA,Ex,Y,1196,0,0,1196,1,0,1,0,2,1,TA,5,Typ,0,2,440,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,109900
803,60,RL,63.0,8199,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,Gd,TA,PConc,648,0,80,728,GasA,Ex,Y,728,728,0,1456,1,0,2,1,3,1,Gd,7,Typ,1,2,410,Y,36,18,0,0,0,0,0,10,2008,WD,Normal,189000
